artist,album,rating,review_link,info_link
Everything Everything,Get To Heaven,80,https://www.youtube.com/watch?v=HF9GqC65Wjo,https://www.albumoftheyear.org/album/28267-everything-everything-get-to-heaven.php
CZARFACE,Every Hero Needs A Villain,80,https://www.youtube.com/watch?v=94U3CZxIsyA,https://www.albumoftheyear.org/album/34905-czarface-every-hero-needs-a-villain.php
Ash Koosha,GUUD,80,https://www.youtube.com/watch?v=QvnsZyoxXjY,https://www.albumoftheyear.org/album/35056-ash-koosha-guud.php
Denzel Curry,32 Zel / Planet Shrooms,60,https://www.youtube.com/watch?v=ZzqZViemU9Q,https://www.albumoftheyear.org/album/34539-denzel-curry-32-zel-planet-shrooms.php
Muse,Drones,50,https://www.youtube.com/watch?v=QGS7Med4jsA,https://www.albumoftheyear.org/album/29254-muse-drones.php
Algiers,Algiers,80,https://www.youtube.com/watch?v=8V0L9Sv18TE,https://www.albumoftheyear.org/album/30008-algiers-algiers.php
Florence + The Machine,How Big How Blue How Beautiful,70,https://www.youtube.com/watch?v=7jKEYrJTVQI,https://www.albumoftheyear.org/album/27778-florence-the-machine-how-big-how-blue-how-beautiful.php
Sun Kil Moon,Universal Themes,60,https://www.youtube.com/watch?v=iUnCdrJFfy0,https://www.albumoftheyear.org/album/28148-sun-kil-moon-universal-themes.php
Jamie xx,In Colour,70,https://www.youtube.com/watch?v=2fa2GpSFAJ4,https://www.albumoftheyear.org/album/30078-jamie-xx-in-colour.php
Donnie Trumpet & The Social Experiment,Surf,40,https://www.youtube.com/watch?v=XuGxAHOUyIw,https://www.albumoftheyear.org/album/33856-donnie-trumpet-the-social-experiment-surf.php
A$AP Rocky,At.Long.Last.A$AP,50,https://www.youtube.com/watch?v=Yx9J4diol8s,https://www.albumoftheyear.org/album/31484-asap-rocky-at-long-last-asap.php
Unknown Mortal Orchestra,Multi-Love,80,https://www.youtube.com/watch?v=615xR8TVbn4,https://www.albumoftheyear.org/album/27362-unknown-mortal-orchestra-multi-love.php
Whitey Morgan & The 78's,Sonic Ranch,70,https://www.youtube.com/watch?v=mnD2O7RsqcY,https://www.albumoftheyear.org/album/128623-whitey-morgan-the-78s-sonic-ranch.php
Holly Herndon,Platform,60,https://www.youtube.com/watch?v=pFCy16vPT7c,https://www.albumoftheyear.org/album/29185-holly-herndon-platform.php
Shamir,Ratchet,50,https://www.youtube.com/watch?v=mnZbtlbBPT8,https://www.albumoftheyear.org/album/28913-shamir-ratchet.php
Faith No More,Sol Invictus,60,https://www.youtube.com/watch?v=RkU0mRFQ2AI,https://www.albumoftheyear.org/album/27654-faith-no-more-sol-invictus.php
Twenty One Pilots,Blurryface,40,https://www.youtube.com/watch?v=LO9MLBfOb9c,https://www.albumoftheyear.org/album/30119-twenty-one-pilots-blurryface.php
Jim O'Rourke,Simple Songs,60,https://www.youtube.com/watch?v=8B4tHaw6Hb4,https://www.albumoftheyear.org/album/30940-jim-orourke-simple-songs.php
Hot Chip,Why Make Sense?,60,https://www.youtube.com/watch?v=nPP1YYoNNAo,https://www.albumoftheyear.org/album/27646-hot-chip-why-make-sense.php
Oh Sees,Mutilator Defeated At Last,60,https://www.youtube.com/watch?v=f8Cl5FgMsKY,https://www.albumoftheyear.org/album/28912-thee-oh-sees-mutilator-defeated-at-last.php
Dr. Yen Lo,Days With Dr. Yen Lo,60,https://www.youtube.com/watch?v=YHwE4pMld1c,https://www.albumoftheyear.org/album/33476-dr-yen-lo-days-with-dr-yen-lo.php
Snoop Dogg,Bush,50,https://www.youtube.com/watch?v=c2HOlow4F0Y,https://www.albumoftheyear.org/album/25821-snoop-dogg-bush.php
Prurient,Frozen Niagara Falls,80,https://www.youtube.com/watch?v=t0tJhzj29Zc,https://www.albumoftheyear.org/album/30132-prurient-frozen-niagara-falls.php
The Tallest Man On Earth,Dark Bird Is Home,60,https://www.youtube.com/watch?v=VvKeBjz1NYI,https://www.albumoftheyear.org/album/27653-the-tallest-man-on-earth-dark-bird-is-home.php
Blanck Mass,Dumb Flesh,60,https://www.youtube.com/watch?v=qE-RSAy3nZM,https://www.albumoftheyear.org/album/28100-blanck-mass-dumb-flesh.php
Hop Along,Painted Shut,80,https://www.youtube.com/watch?v=cSg87drcKlw,https://www.albumoftheyear.org/album/29100-hop-along-painted-shut.php
Kamasi Washington,The Epic,90,https://www.youtube.com/watch?v=cRekLSSWhtg,https://www.albumoftheyear.org/album/32329-kamasi-washington-the-epic.php
TORRES,Sprinter,50,https://www.youtube.com/watch?v=fIJvY0sOP7E,https://www.albumoftheyear.org/album/26855-torres-sprinter.php
Hiatus Kaiyote,Choose Your Weapon,50,https://www.youtube.com/watch?v=TBgmf37MGtg,https://www.albumoftheyear.org/album/30270-hiatus-kaiyote-choose-your-weapon.php
Lil Ugly Mane,Third Side of Tape,80,https://www.youtube.com/watch?v=N4N5E0yp2EA,https://www.albumoftheyear.org/album/33713-lil-ugly-mane-third-side-of-tape.php
Paul De Jong,IF,70,https://www.youtube.com/watch?v=BfetFfARwv4,https://www.albumoftheyear.org/album/27663-paul-de-jong-if.php
Colin Stetson and Sarah Neufeld,Never Were The Way She Was,80,https://www.youtube.com/watch?v=6HLTXL-s4J8,https://www.albumoftheyear.org/album/28121-colin-stetson-and-sarah-neufeld-never-were-the-way-she-was.php
Blur,The Magic Whip,70,https://www.youtube.com/watch?v=tTt7YDzH054,https://www.albumoftheyear.org/album/28156-blur-magic-whip.php
Lee Scott,Butter Fly,60,https://www.youtube.com/watch?v=WR8zJeHPIXI,https://www.albumoftheyear.org/album/46987-lee-scott-butter-fly.php
Peste Noire,La Chaise-Dyable,70,https://www.youtube.com/watch?v=D46urKgzDbY,https://www.albumoftheyear.org/album/34178-peste-noire-la-chaise-dyable.php
Alabama Shakes,Sound & Color,80,https://www.youtube.com/watch?v=5NptvA4PyEI,https://www.albumoftheyear.org/album/27645-alabama-shakes-sound-color.php
Yelawolf,Love Story,30,https://www.youtube.com/watch?v=8quP0JNiFSg,https://www.albumoftheyear.org/album/29004-yelawolf-love-story.php
Tribulation,The Children of the Night,70,https://www.youtube.com/watch?v=KdbAYLHLUZ8,https://www.albumoftheyear.org/album/31171-tribulation-the-children-of-the-night.php
Squarepusher,Damogen Furies,60,https://www.youtube.com/watch?v=md484TdkZ5c,https://www.albumoftheyear.org/album/28113-squarepusher-damogen-furies.php
Young Thug,Barter 6,50,https://www.youtube.com/watch?v=Aa2NmA9LlsY,https://www.albumoftheyear.org/album/31377-young-thug-barter-6.php
Dance Gavin Dance,Instant Gratification,10,https://www.youtube.com/watch?v=I8ZvRBl6zfA,https://www.albumoftheyear.org/album/31249-dance-gavin-dance-instant-gratification.php
"Tyler, the Creator",Cherry Bomb,30,https://www.youtube.com/watch?v=e2rexvDHPZs,https://www.albumoftheyear.org/album/30899-tyler-the-creator-cherry-bomb.php
The Mountain Goats,Beat the Champ,80,https://www.youtube.com/watch?v=K9x6-CzjbsA,https://www.albumoftheyear.org/album/26422-the-mountain-goats-beat-the-champ.php
Toro y Moi,What For?,70,https://www.youtube.com/watch?v=x6Lis-8oaCU,https://www.albumoftheyear.org/album/26331-toro-y-moi-what-for.php
Young Fathers,White Men Are Black Men Too,80,https://www.youtube.com/watch?v=oX56GvWAGY8,https://www.albumoftheyear.org/album/27288-young-fathers-white-men-are-black-too.php
Shlohmo,Dark Red,60,https://www.youtube.com/watch?v=t5OplI_vGFU,https://www.albumoftheyear.org/album/26899-shlohmo-dark-red.php
Drenge,Undertow,50,https://www.youtube.com/watch?v=YxqQ9e8MYgE,https://www.albumoftheyear.org/album/26948-drenge-undertow.php
Godspeed You! Black Emperor,"Asunder, Sweet and Other Distress",60,https://www.youtube.com/watch?v=UlLR657vwic,https://www.albumoftheyear.org/album/28445-godspeed-you-black-emperor-asunder-sweet-and-other-distress.php
Billy Woods,"Today, I Wrote Nothing",70,https://www.youtube.com/watch?v=mU0Gw0_u1ok,https://www.albumoftheyear.org/album/30574-billy-woods-today-i-wrote-nothing.php
Portico,Living Fields,30,https://www.youtube.com/watch?v=hxfr_YEbfYg,https://www.albumoftheyear.org/album/27768-portico-living-fields.php
Death Cab For Cutie,Kintsugi,50,https://www.youtube.com/watch?v=MGJyb8YuUvY,https://www.albumoftheyear.org/album/26037-death-cab-for-cutie-kintsugi.php
Death Grips,The Powers That B,90,https://www.youtube.com/watch?v=yKyWZeiRe8c,https://www.albumoftheyear.org/album/25667-death-grips-the-powers-that-b.php
Sufjan Stevens,Carrie & Lowell,70,https://www.youtube.com/watch?v=JFGKCtnjrDU,https://www.albumoftheyear.org/album/26035-sufjan-stevens-carrie-lowell.php
Wale,The Album About Nothing,40,https://www.youtube.com/watch?v=c3PFKqZXmkU,https://www.albumoftheyear.org/album/25945-wale-the-album-about-nothing.php
Marching Church,This World Is Not Enough,60,https://www.youtube.com/watch?v=pTZXb28CM_U,https://www.albumoftheyear.org/album/26415-marching-church-this-world-is-not-enough.php
Liturgy,The Ark Work,70,https://www.youtube.com/watch?v=YGN8GB_mnQU,https://www.albumoftheyear.org/album/26373-liturgy-the-ark-work.php
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",50,https://www.youtube.com/watch?v=I6wrqIndfJM,https://www.albumoftheyear.org/album/27039-courtney-barnett-sometimes-i-sit-and-think-and-sometimes-i-just-sit.php
Corpo-Mente,Corpo-Mente,70,https://www.youtube.com/watch?v=znNz2yNBfUo,https://www.albumoftheyear.org/album/40554-corpo-mente-corpo-mente.php
Action Bronson,Mr. Wonderful,50,https://www.youtube.com/watch?v=PHQ5pGHLOXY,https://www.albumoftheyear.org/album/25785-action-bronson-mr-wonderful.php
Lightning Bolt,Fantasy Empire,70,https://www.youtube.com/watch?v=medwB35qz_A,https://www.albumoftheyear.org/album/26228-lightning-bolt-fantasy-empire.php
Laura Marling,Short Movie,70,https://www.youtube.com/watch?v=B5OHCV2rVX4,https://www.albumoftheyear.org/album/25058-laura-marling-short-movie.php
Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside",60,https://www.youtube.com/watch?v=WG7xw2UiKwc,https://www.albumoftheyear.org/album/29520-earl-sweatshirt-i-dont-like-shit-i-dont-go-outside.php
Twin Shadow,Eclipse,30,https://www.youtube.com/watch?v=N5Q1qj8qNpc,https://www.albumoftheyear.org/album/24571-twin-shadow-eclipse.php
Modest Mouse,Strangers to Ourselves,50,https://www.youtube.com/watch?v=2JVBUPfxD44,https://www.albumoftheyear.org/album/24854-modest-mouse-strangers-to-ourselves.php
Kendrick Lamar,To Pimp a Butterfly,100,https://www.youtube.com/watch?v=qTmHuavOXNg,https://www.albumoftheyear.org/album/29250-kendrick-lamar-to-pimp-a-butterfly.php
Heems,Eat Pray Thug,40,https://www.youtube.com/watch?v=eEDfCQ0cF-8,https://www.albumoftheyear.org/album/25807-heems-eat-pray-thug.php
Swain,Heavy Dancing,70,https://www.youtube.com/watch?v=cw9WIp0np44,https://www.albumoftheyear.org/album/36666-swain-heavy-dancing.php
Ratking,700 Fill,40,https://www.youtube.com/watch?v=k1qQr-X_GLE,https://www.albumoftheyear.org/album/28887-ratking-700-fill.php
of Montreal,Aureate Gloom,60,https://www.youtube.com/watch?v=DiFm53BrlOE,https://www.albumoftheyear.org/album/24580-of-montreal-aureate-gloom.php
Leviathan,Scar Sighted,80,https://www.youtube.com/watch?v=JKM79q5lKVM,https://www.albumoftheyear.org/album/27117-leviathan-scar-sighted.php
Purity Ring,another eternity,40,https://www.youtube.com/watch?v=VDScLq5WdkE,https://www.albumoftheyear.org/album/26071-purity-ring-another-eternity.php
Steven Wilson,Hand. Cannot. Erase.,60,https://www.youtube.com/watch?v=LHShxTVDv7E,https://www.albumoftheyear.org/album/28305-steven-wilson-hand-cannot-erase.php
Jeff Rosenstock,We Cool?,80,https://www.youtube.com/watch?v=J6FSd14ATB4,https://www.albumoftheyear.org/album/27783-jeff-rosenstock-we-cool.php
Pile,You're Better Than This,60,https://www.youtube.com/watch?v=2aX-AqRgjIo,https://www.albumoftheyear.org/album/25222-pile-youre-better-than-this.php
Cannibal Ox,Blade of the Ronin,50,https://www.youtube.com/watch?v=6ygh9uA_blQ,https://www.albumoftheyear.org/album/27216-cannibal-ox-blade-of-the-ronin.php
Clarence Clarity,No Now,80,https://www.youtube.com/watch?v=AhHAO9_Oxgo,https://www.albumoftheyear.org/album/26141-clarence-clarity-no-now.php
Negură Bunget,Tau,50,https://www.youtube.com/watch?v=GFazQdsIxDw,https://www.albumoftheyear.org/album/87101-negura-bunget-tau.php
The Pop Group,Citizen Zombie,90,https://www.youtube.com/watch?v=w6bDXhZNHvY,https://www.albumoftheyear.org/album/25545-the-pop-group-citizen-zombie.php
Fashawn,The Ecology,50,https://www.youtube.com/watch?v=dLV5i15nz4Q,https://www.albumoftheyear.org/album/28052-fashawn-the-ecology.php
THEESatisfaction,EarthEE,70,https://www.youtube.com/watch?v=NXwhaTEW9Vc,https://www.albumoftheyear.org/album/25544-theesatisfaction-earthee.php
Dan Deacon,Gliss Riffer,50,https://www.youtube.com/watch?v=OzQmLfChVe4,https://www.albumoftheyear.org/album/24683-dan-deacon-gliss-riffer.php
Screaming Females,Rose Mountain,60,https://www.youtube.com/watch?v=RmWexPrl6Ys,https://www.albumoftheyear.org/album/23056-screaming-females-rose-mountain.php
BADBADNOTGOOD & Ghostface Killah,Sour Soul,60,https://www.youtube.com/watch?v=6XOgZ2qp9us,https://www.albumoftheyear.org/album/23756-badbadnotgood-ghostface-killah-sour-soul.php
Adventures,Supersonic Home,70,https://www.youtube.com/watch?v=hehR6VpW-lk,https://www.albumoftheyear.org/album/26211-adventures-supersonic-home.php
Drake,If You're Reading This It's Too Late,80,https://www.youtube.com/watch?v=fW60RaP67qU,https://www.albumoftheyear.org/album/27797-drake-if-youre-reading-this-its-too-late.php
Father John Misty,"I Love You, Honeybear",80,https://www.youtube.com/watch?v=_TCbKdhYsXM,https://www.albumoftheyear.org/album/22669-father-john-misty-i-love-you-honeybear.php
Your Old Droog,Kinison,80,https://www.youtube.com/watch?v=aSoVb3Wkjak,https://www.albumoftheyear.org/album/27334-your-old-droog-kinison.php
John Carpenter,Lost Themes,70,https://www.youtube.com/watch?v=J5RTivkcdnA,https://www.albumoftheyear.org/album/23763-john-carpenter-lost-themes.php
Matana Roberts,Coin Coin Chapter Three: River Run Thee,60,https://www.youtube.com/watch?v=E_rFDt6hVfc,https://www.albumoftheyear.org/album/25527-matana-roberts-coin-coin-chapter-three-river-run-thee.php
Open Mike Eagle,A Special Episode Of,80,https://www.youtube.com/watch?v=4C2TRjy9oVQ,https://www.albumoftheyear.org/album/26993-open-mike-eagle-a-special-episode-of.php
Title Fight,Hyperview,40,https://www.youtube.com/watch?v=ibMp5-ItAFo,https://www.albumoftheyear.org/album/25226-title-fight-hyperview.php
Napalm Death,Apex Predator - Easy Meat,80,https://www.youtube.com/watch?v=EXux7PJ4fMI,https://www.albumoftheyear.org/album/25916-napalm-death-apex-predator-easy-meat.php
Zs,Xe,80,https://www.youtube.com/watch?v=MIvCSukQN9c,https://www.albumoftheyear.org/album/27203-zs-xe.php
Xibalba,Tierra y Libertad,60,https://www.youtube.com/watch?v=yREeV_Efnw8,https://www.albumoftheyear.org/album/26906-xibalba-tierra-y-libertad.php
Pond,Man It Feels Like Space Again,60,https://www.youtube.com/watch?v=K0OKHJ3K8qs,https://www.albumoftheyear.org/album/25445-pond-man-it-feels-like-space-again.php
Sleater-Kinney,No Cities to Love,70,https://www.youtube.com/watch?v=O-U2u1zZEeo,https://www.albumoftheyear.org/album/22064-sleater-kinney-no-cities-to-love.php
Lupe Fiasco,Tetsuo & Youth,70,https://www.youtube.com/watch?v=khuhS6vAny4,https://www.albumoftheyear.org/album/25581-lupe-fiasco-tetsuo-youth.php
Belle and Sebastian,Girls In Peacetime Want To Dance,60,https://www.youtube.com/watch?v=GhWy8s2oc3E,https://www.albumoftheyear.org/album/21055-belle-sebastian-girls-in-peacetime-want-to-dance.php
Marilyn Manson,The Pale Emperor,60,https://www.youtube.com/watch?v=ONikj9CXwrQ,https://www.albumoftheyear.org/album/22996-marilyn-manson-the-pale-emperor.php
Preoccupations,Viet Cong,70,https://www.youtube.com/watch?v=nwy-MpYk9Z4,https://www.albumoftheyear.org/album/23647-preoccupations-viet-cong.php
Joey Bada$$,B4.DA.$$,80,https://www.youtube.com/watch?v=X-qtbMsHk3s,https://www.albumoftheyear.org/album/25231-joey-badass-b4dass.php
Björk,Vulnicura,80,https://www.youtube.com/watch?v=rTrT9V6MJeQ,https://www.albumoftheyear.org/album/26282-bjork-vulnicura.php
Panda Bear,Panda Bear Meets the Grim Reaper,40,https://www.youtube.com/watch?v=46jHFBgvZJ4,https://www.albumoftheyear.org/album/22161-panda-bear-panda-bear-meets-the-grim-reaper.php
Benjamin Clementine,At Least For Now,70,https://www.youtube.com/watch?v=cS0bI-chYN8,https://www.albumoftheyear.org/album/26055-benjamin-clementine-at-least-for-now.php
Death Grips,Fashion Week,70,https://www.youtube.com/watch?v=LPoDXPVw2xA,https://www.albumoftheyear.org/album/25682-death-grips-fashion-week.php
D'Angelo and The Vanguard,Black Messiah,80,https://www.youtube.com/watch?v=GmzkeqZ3AW8,https://www.albumoftheyear.org/album/24770-dangelo-and-the-vanguard-black-messiah.php
J. Cole,2014 Forest Hills Drive,60,https://www.youtube.com/watch?v=gZDyjNRDu_c,https://www.albumoftheyear.org/album/24216-j-cole-2014-forest-hills-drive.php
Ghostface Killah,36 Seasons,50,https://www.youtube.com/watch?v=Ib0KEfPQQ7I,https://www.albumoftheyear.org/album/23016-ghostface-killah-36-seasons.php
Wu-Tang Clan,A Better Tomorrow,60,https://www.youtube.com/watch?v=ieHgriwZvJ4,https://www.albumoftheyear.org/album/22670-wu-tang-clan-a-better-tomorrow.php
OG Maco,OG Maco,70,https://www.youtube.com/watch?v=mlRsRQQ_zsw,https://www.albumoftheyear.org/album/25796-og-maco-og-maco.php
A$AP Ferg,Ferg Forever,70,https://www.youtube.com/watch?v=D9SbjbFwaek,https://www.albumoftheyear.org/album/24001-asap-ferg-ferg-forever.php
Full of Hell & Merzbow,Full of Hell & Merzbow,80,https://www.youtube.com/watch?v=oOhcHU0AoWs,https://www.albumoftheyear.org/album/23475-full-of-hell-merzbow-blue-litmus.php
Various Artists,ShadyXV,40,https://www.youtube.com/watch?v=AOhs5HQdYkU,https://www.albumoftheyear.org/album/22016-various-artists-shadyxv.php
I Am Your Destruction,I Am Your Destruction,70,https://www.youtube.com/watch?v=OAbaZQPj97o,https://www.albumoftheyear.org/album/240684-i-am-your-destruction-i-am-your-destruction.php
Ariel Pink,pom pom,90,https://www.youtube.com/watch?v=gqmSyACe8do,https://www.albumoftheyear.org/album/20178-ariel-pink-pom-pom.php
Andy Stott,Faith in Strangers,70,https://www.youtube.com/watch?v=Zfwb4JxJU7M,https://www.albumoftheyear.org/album/20712-andy-stott-faith-in-strangers.php
TV on the Radio,Seeds,60,https://www.youtube.com/watch?v=mAR0nohgf_k,https://www.albumoftheyear.org/album/19930-tv-on-the-radio-seeds.php
Mr. Oizo,The Church,70,https://www.youtube.com/watch?v=yfLG6UBCSEU,https://www.albumoftheyear.org/album/23151-mr-oizo-the-church.php
Sterilizer,Sterilizer,70,https://www.youtube.com/watch?v=cNoSHuF5mac,https://www.albumoftheyear.org/album/240605-sterilizer-sterilizer.php
Hail Mary Mallon,Bestiary,50,https://www.youtube.com/watch?v=zS4mavnAaiQ,https://www.albumoftheyear.org/album/22917-hail-mary-mallon-bestiary.php
Big K.R.I.T.,Cadillactica,60,https://www.youtube.com/watch?v=j8AtABx7z-k,https://www.albumoftheyear.org/album/21515-big-krit-cadillactica.php
Pink Floyd,The Endless River,60,https://www.youtube.com/watch?v=ZyzFR9bCT_E,https://www.albumoftheyear.org/album/20717-pink-floyd-the-endless-river.php
Foo Fighters,Sonic Highways,50,https://www.youtube.com/watch?v=QIRlgm2zkec,https://www.albumoftheyear.org/album/18615-foo-fighters-sonic-highways.php
iamamiwhoami,BLUE,60,https://www.youtube.com/watch?v=SnGDdI4hkLE,https://www.albumoftheyear.org/album/17316-iamamiwhoami-blue.php
Azealia Banks,Broke With Expensive Taste,50,https://www.youtube.com/watch?v=VBFkzgB-9zQ,https://www.albumoftheyear.org/album/5194-azealia-banks-broke-with-expensive-taste.php
Deerhoof,La Isla Bonita,70,https://www.youtube.com/watch?v=IcU_E2quVBQ,https://www.albumoftheyear.org/album/19254-deerhoof-la-isla-bonita.php
Arca,Xen,60,https://www.youtube.com/watch?v=3SA8qhEpSTg,https://www.albumoftheyear.org/album/20288-arca-xen.php
Dean Blunt,Black Metal,80,https://www.youtube.com/watch?v=ue5sLcwJpyU,https://www.albumoftheyear.org/album/22402-dean-blunt-black-metal.php
Clark,Clark,60,https://www.youtube.com/watch?v=5QhXTgpazuI,https://www.albumoftheyear.org/album/20309-clark-clark.php
Wildbirds & Peacedrums,Rhythm,80,https://www.youtube.com/watch?v=JKMyr5J9J-Q,https://www.albumoftheyear.org/album/22324-wildbirds-peacedrums-rhythm.php
Run the Jewels,Run the Jewels 2,80,https://www.youtube.com/watch?v=oiNIJAQWUbY,https://www.albumoftheyear.org/album/19287-run-the-jewels-rtj2.php
Black Milk,If There's A Hell Below,60,https://www.youtube.com/watch?v=DmjuddymqGM,https://www.albumoftheyear.org/album/22202-black-milk-if-theres-a-hell-below.php
Pianos Become The Teeth,Keep You,40,https://www.youtube.com/watch?v=87YplHEgJ2c,https://www.albumoftheyear.org/album/22042-pianos-become-the-teeth-keep-you.php
Panda Bear,Mr Noah,60,https://www.youtube.com/watch?v=f7xmVw419fs,https://www.albumoftheyear.org/album/22162-panda-bear-mr-noah.php
Logic,Under Pressure,60,https://www.youtube.com/watch?v=GOiKwhasaNA,https://www.albumoftheyear.org/album/22024-logic-under-pressure.php
Slipknot,.5: The Gray Chapter,40,https://www.youtube.com/watch?v=ktiEB7Svutg,https://www.albumoftheyear.org/album/20436-slipknot-5-the-gray-chapter.php
Scott Walker & Sunn O))),Soused,60,https://www.youtube.com/watch?v=JIpJwefNiNo,https://www.albumoftheyear.org/album/17526-scott-walker-sunn-o-soused.php
Dope Body,Lifer,80,https://www.youtube.com/watch?v=I3tRZOln8KY,https://www.albumoftheyear.org/album/21461-dope-body-lifer.php
Clockwork Indigo,Clockwork Indigo,70,https://www.youtube.com/watch?v=ywdF8ixPCQ8,https://www.albumoftheyear.org/album/21908-clockwork-indigo-clockwork-indigo.php
Kayo Dot,Coffins On Io,60,https://www.youtube.com/watch?v=EdX73QXbBmk,https://www.albumoftheyear.org/album/19891-kayo-dot-coffins-on-io.php
Pharmakon,Bestial Burden,50,https://www.youtube.com/watch?v=-JypvZFqPuM,https://www.albumoftheyear.org/album/18961-pharmakon-bestial-burden.php
Foxygen,...And Star Power,20,https://www.youtube.com/watch?v=ndeO80edrZA,https://www.albumoftheyear.org/album/17865-foxygen-and-star-power.php
Flying Lotus,You're Dead!,80,https://www.youtube.com/watch?v=vBHEEDUkme8,https://www.albumoftheyear.org/album/17704-flying-lotus-youre-dead.php
Vince Staples,Hell Can Wait,70,https://www.youtube.com/watch?v=EUVXJjKeHek,https://www.albumoftheyear.org/album/21457-vince-staples-hell-can-wait.php
Godflesh,A World Lit Only By Fire,70,https://www.youtube.com/watch?v=RuCv_Nt7Bkk,https://www.albumoftheyear.org/album/19693-godflesh-a-world-lit-only-by-fire.php
Iceage,Plowing Into the Field of Love,90,https://www.youtube.com/watch?v=Up6qz8TLGYE,https://www.albumoftheyear.org/album/20010-iceage-plowing-into-the-field-of-love.php
Caribou,Our Love,60,https://www.youtube.com/watch?v=vac3FDyjb5M,https://www.albumoftheyear.org/album/16511-caribou-our-love.php
The World Is a Beautiful Place and I Am No Longer Afraid to Die,Between Bodies,50,https://www.youtube.com/watch?v=2cOnW7CRGWw,https://www.albumoftheyear.org/album/21477-the-world-is-a-beautiful-place-and-i-am-no-longer-afraid-to-die-between-bodies.php
Childish Gambino,Kauai,40,https://www.youtube.com/watch?v=yAksbBrYYsk,https://www.albumoftheyear.org/album/23030-childish-gambino-kauai.php
Childish Gambino,STN MTN,40,https://www.youtube.com/watch?v=yAksbBrYYsk,https://www.albumoftheyear.org/album/21211-childish-gambino-stn-mtn.php
Electric Wizard,Time to Die,50,https://www.youtube.com/watch?v=hdLOjt50fbY,https://www.albumoftheyear.org/album/17614-electric-wizard-time-to-die.php
Thom Yorke,Tomorrow's Modern Boxes,60,https://www.youtube.com/watch?v=NN1P-fPxZ7U,https://www.albumoftheyear.org/album/20921-thom-yorke-tomorrows-modern-boxes.php
Yung Lean,Unknown Memory,40,https://www.youtube.com/watch?v=YXwUeKjG9gI,https://www.albumoftheyear.org/album/20775-yung-lean-unknown-memory.php
The Voidz,Tyranny,70,https://www.youtube.com/watch?v=T_Xo9WU4vVM,https://www.albumoftheyear.org/album/16908-the-voidz-tyranny.php
Otis Brown III,The Thought of You,70,https://www.youtube.com/watch?v=Sy_7oh4_kXw,https://www.albumoftheyear.org/album/24723-otis-brown-iii-the-thought-of-you.php
Milo,A Toothpaste Suburb,50,https://www.youtube.com/watch?v=hbTZCS0zxIA,https://www.albumoftheyear.org/album/21176-milo-a-toothpaste-suburb.php
Aphex Twin,Syro,60,https://www.youtube.com/watch?v=r7-5Ct4eQho,https://www.albumoftheyear.org/album/19290-aphex-twin-syro.php
Perfume Genius,Too Bright,80,https://www.youtube.com/watch?v=2IS6hJ5b2_k,https://www.albumoftheyear.org/album/17453-perfume-genius-too-bright.php
SBTRKT,Wonder Where We Land,50,https://www.youtube.com/watch?v=i92M9lzXQFM,https://www.albumoftheyear.org/album/17720-sbtrkt-wonder-where-we-land.php
alt-J,This Is All Yours,70,https://www.youtube.com/watch?v=P0C3V8Acjcw,https://www.albumoftheyear.org/album/16609-alt-j-this-is-all-yours.php
NehruvianDOOM,NehruvianDOOM,50,https://www.youtube.com/watch?v=Oycn5qvjymU,https://www.albumoftheyear.org/album/19910-nehruviandoom-nehruviandoom.php
My Brightest Diamond,This Is My Hand,70,https://www.youtube.com/watch?v=2x3B4W2FVkI,https://www.albumoftheyear.org/album/16533-my-brightest-diamond-this-is-my-hand.php
Shellac,Dude Incredible,60,https://www.youtube.com/watch?v=Y7seq3mi-hY,https://www.albumoftheyear.org/album/17104-shellac-dude-incredible.php
Megaton Leviathan,Past 21 Beyond the Arctic Cell,70,https://www.youtube.com/watch?v=1vBkD8S8kNU,https://www.albumoftheyear.org/album/240679-megaton-leviathan-past-21-beyond-the-arctic-cell.php
Death From Above 1979,The Physical World,60,https://www.youtube.com/watch?v=-Ig5-BSXy_8,https://www.albumoftheyear.org/album/16645-death-from-above-1979-the-physical-world.php
Interpol,El Pintor,60,https://www.youtube.com/watch?v=M6eB1cUUQds&t=1s,https://www.albumoftheyear.org/album/16543-interpol-el-pintor.php
Busdriver,Perfect Hair,80,https://www.youtube.com/watch?v=FUvNMHqhBC4,https://www.albumoftheyear.org/album/18329-busdriver-perfect-hair.php
BANKS,Goddess,50,https://www.youtube.com/watch?v=ynbx6v23iyQ,https://www.albumoftheyear.org/album/15687-banks-goddess.php
Code Orange,I Am King,60,https://www.youtube.com/watch?v=4lsuigFrAjY,https://www.albumoftheyear.org/album/17651-code-orange-i-am-king.php
Blonde Redhead,Barragán,60,https://www.youtube.com/watch?v=W_wb5Tk9fRs,https://www.albumoftheyear.org/album/16634-blonde-redhead-barragan.php
Zammuto,Anchor,60,https://www.youtube.com/watch?v=o6Dc8yIZuM0,https://www.albumoftheyear.org/album/16999-zammuto-anchor.php
Earth,Primitive and Deadly,60,https://www.youtube.com/watch?v=TUPDn9rrY1o,https://www.albumoftheyear.org/album/19673-earth-primitive-and-deadly.php
